"","region_id","dimension","goal","score"
"2144","BHI-005","pressures","ECO",NA
"2145","BHI-006","pressures","ECO",NA
"2146","BHI-007","pressures","ECO",NA
"2147","BHI-008","pressures","ECO",NA
"2148","BHI-009","pressures","ECO",NA
"2149","BHI-010","pressures","ECO",NA
"2150","BHI-011","pressures","ECO",NA
"2151","BHI-012","pressures","ECO",NA
"2152","BHI-013","pressures","ECO",NA
"2153","BHI-014","pressures","ECO",NA
"2154","BHI-015","pressures","ECO",NA
"2155","BHI-016","pressures","ECO",NA
"2156","BHI-017","pressures","ECO",NA
"2157","BHI-018","pressures","ECO",NA
"2158","BHI-019","pressures","ECO",NA
"2159","BHI-020","pressures","ECO",NA
"2160","BHI-021","pressures","ECO",NA
"2161","BHI-022","pressures","ECO",NA
"2162","BHI-023","pressures","ECO",NA
"2163","BHI-024","pressures","ECO",NA
"2164","BHI-025","pressures","ECO",NA
"2165","BHI-026","pressures","ECO",NA
"2166","BHI-027","pressures","ECO",NA
"2167","BHI-028","pressures","ECO",NA
"2168","BHI-029","pressures","ECO",NA
"2169","BHI-030","pressures","ECO",NA
"2170","BHI-031","pressures","ECO",NA
"2171","BHI-032","pressures","ECO",NA
"2172","BHI-033","pressures","ECO",NA
"2173","BHI-034","pressures","ECO",NA
"2174","BHI-035","pressures","ECO",NA
"2175","BHI-036","pressures","ECO",NA
"2176","BHI-037","pressures","ECO",NA
"2177","BHI-038","pressures","ECO",NA
"2178","BHI-039","pressures","ECO",NA
"2179","BHI-040","pressures","ECO",NA
"2180","BHI-041","pressures","ECO",NA
"2181","BHI-042","pressures","ECO",NA
"2182","BHI-043","pressures","ECO",NA
"2183","BHI-301","pressures","ECO",NA
"2184","BHI-302","pressures","ECO",NA
"2185","BHI-303","pressures","ECO",NA
"2186","BHI-304","pressures","ECO",NA
"2187","BHI-305","pressures","ECO",NA
"2188","BHI-306","pressures","ECO",NA
"2189","BHI-307","pressures","ECO",NA
"2190","BHI-308","pressures","ECO",NA
"2191","BHI-309","pressures","ECO",NA
"2192","BHI-501","pressures","ECO",NA
"2193","BHI-502","pressures","ECO",NA
"2194","BHI-503","pressures","ECO",NA
"2195","BHI-504","pressures","ECO",NA
"2196","BHI-505","pressures","ECO",NA
"2197","BHI-506","pressures","ECO",NA
"2198","BHI-507","pressures","ECO",NA
"2199","BHI-508","pressures","ECO",NA
"2200","BHI-509","pressures","ECO",NA
"2201","BHI-510","pressures","ECO",NA
"2202","BHI-511","pressures","ECO",NA
"2203","BHI-512","pressures","ECO",NA
"2204","BHI-513","pressures","ECO",NA
"2205","BHI-514","pressures","ECO",NA
"2206","BHI-515","pressures","ECO",NA
"2207","BHI-516","pressures","ECO",NA
"2208","BHI-517","pressures","ECO",NA
"2209","BHI-000","resilience","ECO",80.1
"2210","BHI-001","resilience","ECO",80.7
"2211","BHI-002","resilience","ECO",78
"2212","BHI-003","resilience","ECO",78
"2213","BHI-005","resilience","ECO",80.7
"2214","BHI-006","resilience","ECO",78
"2215","BHI-007","resilience","ECO",78
"2216","BHI-008","resilience","ECO",81.1
"2217","BHI-009","resilience","ECO",78
"2218","BHI-010","resilience","ECO",81.1
"2219","BHI-011","resilience","ECO",80.7
"2220","BHI-012","resilience","ECO",78
"2221","BHI-013","resilience","ECO",81.1
"2222","BHI-014","resilience","ECO",80.7
"2223","BHI-015","resilience","ECO",78
"2224","BHI-016","resilience","ECO",81.1
"2225","BHI-017","resilience","ECO",76.9
"2226","BHI-018","resilience","ECO",76.9
"2227","BHI-019","resilience","ECO",NA
"2228","BHI-020","resilience","ECO",80.7
"2229","BHI-021","resilience","ECO",76.9
"2230","BHI-022","resilience","ECO",NA
"2231","BHI-023","resilience","ECO",81.6
"2232","BHI-024","resilience","ECO",79.8
"2233","BHI-025","resilience","ECO",78.5
"2234","BHI-026","resilience","ECO",80.7
"2235","BHI-027","resilience","ECO",79.8
"2236","BHI-028","resilience","ECO",78.5
"2237","BHI-029","resilience","ECO",80.7
"2238","BHI-030","resilience","ECO",82
"2239","BHI-031","resilience","ECO",78.5
"2240","BHI-032","resilience","ECO",82
"2241","BHI-033","resilience","ECO",NA
"2242","BHI-034","resilience","ECO",78.5
"2243","BHI-035","resilience","ECO",80.7
"2244","BHI-036","resilience","ECO",82
"2245","BHI-037","resilience","ECO",80.7
"2246","BHI-038","resilience","ECO",82
"2247","BHI-039","resilience","ECO",80.7
"2248","BHI-040","resilience","ECO",82
"2249","BHI-041","resilience","ECO",80.7
"2250","BHI-042","resilience","ECO",82
"2251","BHI-043","resilience","ECO",NA
"2252","BHI-301","resilience","ECO",80.7
"2253","BHI-302","resilience","ECO",78
"2254","BHI-303","resilience","ECO",81.1
"2255","BHI-304","resilience","ECO",76.9
"2256","BHI-305","resilience","ECO",NA
"2257","BHI-306","resilience","ECO",81.6
"2258","BHI-307","resilience","ECO",79.8
"2259","BHI-308","resilience","ECO",78.5
"2260","BHI-309","resilience","ECO",82
"2261","BHI-501","resilience","ECO",78.8
"2262","BHI-502","resilience","ECO",78
"2263","BHI-503","resilience","ECO",79.4
"2264","BHI-504","resilience","ECO",80
"2265","BHI-505","resilience","ECO",80.3
"2266","BHI-506","resilience","ECO",79.9
"2267","BHI-507","resilience","ECO",78.7
"2268","BHI-508","resilience","ECO",76.9
"2269","BHI-509","resilience","ECO",79.7
"2270","BHI-510","resilience","ECO",80.7
"2271","BHI-511","resilience","ECO",79.1
"2272","BHI-512","resilience","ECO",80.4
"2273","BHI-513","resilience","ECO",80.4
"2274","BHI-514","resilience","ECO",81.6
"2275","BHI-515","resilience","ECO",81.3
"2276","BHI-516","resilience","ECO",81.5
"2277","BHI-517","resilience","ECO",81.3
"2278","BHI-000","score","ECO",80.1
"2279","BHI-001","score","ECO",100
"2280","BHI-002","score","ECO",14.6
"2281","BHI-003","score","ECO",14.6
"2282","BHI-005","score","ECO",100
"2283","BHI-006","score","ECO",14.6
"2284","BHI-007","score","ECO",14.6
"2285","BHI-008","score","ECO",44.7
"2286","BHI-009","score","ECO",14.6
"2287","BHI-010","score","ECO",44.7
"2288","BHI-011","score","ECO",100
"2289","BHI-012","score","ECO",14.6
"2290","BHI-013","score","ECO",44.7
"2291","BHI-014","score","ECO",100
"2292","BHI-015","score","ECO",14.6
"2293","BHI-016","score","ECO",44.7
"2294","BHI-017","score","ECO",58.2
"2295","BHI-018","score","ECO",58.2
"2296","BHI-019","score","ECO",NA
"2297","BHI-020","score","ECO",100
"2298","BHI-021","score","ECO",58.2
"2299","BHI-022","score","ECO",NA
"2300","BHI-023","score","ECO",100
"2301","BHI-024","score","ECO",95.1
"2302","BHI-025","score","ECO",88.8
"2303","BHI-026","score","ECO",100
"2304","BHI-027","score","ECO",95.1
"2305","BHI-028","score","ECO",88.8
"2306","BHI-029","score","ECO",100
"2307","BHI-030","score","ECO",NA
"2308","BHI-031","score","ECO",88.8
"2309","BHI-032","score","ECO",84.4
"2310","BHI-033","score","ECO",NA
"2311","BHI-034","score","ECO",88.8
"2312","BHI-035","score","ECO",100
"2313","BHI-036","score","ECO",84.4
"2314","BHI-037","score","ECO",100
"2315","BHI-038","score","ECO",84.4
"2316","BHI-039","score","ECO",100
"2317","BHI-040","score","ECO",84.4
"2318","BHI-041","score","ECO",100
"2319","BHI-042","score","ECO",84.4
"2320","BHI-043","score","ECO",74.1
"2321","BHI-301","score","ECO",100
"2322","BHI-302","score","ECO",14.6
"2323","BHI-303","score","ECO",44.7
"2324","BHI-304","score","ECO",58.2
"2325","BHI-305","score","ECO",NA
"2326","BHI-306","score","ECO",100
"2327","BHI-307","score","ECO",95.1
"2328","BHI-308","score","ECO",88.8
"2329","BHI-309","score","ECO",83.4
"2330","BHI-501","score","ECO",39.1
"2331","BHI-502","score","ECO",14.6
"2332","BHI-503","score","ECO",57.9
"2333","BHI-504","score","ECO",33.7
"2334","BHI-505","score","ECO",37.1
"2335","BHI-506","score","ECO",47.5
"2336","BHI-507","score","ECO",65
"2337","BHI-508","score","ECO",58.2
"2338","BHI-509","score","ECO",90.4
"2339","BHI-510","score","ECO",100
"2340","BHI-511","score","ECO",91.5
"2341","BHI-512","score","ECO",95.6
"2342","BHI-513","score","ECO",86.5
"2343","BHI-514","score","ECO",89.3
"2344","BHI-515","score","ECO",92.6
"2345","BHI-516","score","ECO",90.6
"2346","BHI-517","score","ECO",92.8
"2347","BHI-000","status","ECO",77.1
"2348","BHI-001","status","ECO",100
"2349","BHI-002","status","ECO",16.1
"2350","BHI-003","status","ECO",16.1
"2351","BHI-005","status","ECO",100
"2352","BHI-006","status","ECO",16.1
"2353","BHI-007","status","ECO",16.1
"2354","BHI-008","status","ECO",43.4
"2355","BHI-009","status","ECO",16.1
"2356","BHI-010","status","ECO",43.4
"2357","BHI-011","status","ECO",100
"2358","BHI-012","status","ECO",16.1
"2359","BHI-013","status","ECO",43.4
"2360","BHI-014","status","ECO",100
"2361","BHI-015","status","ECO",16.1
"2362","BHI-016","status","ECO",43.4
"2363","BHI-017","status","ECO",53.7
"2364","BHI-018","status","ECO",53.7
"2365","BHI-019","status","ECO",NA
"2366","BHI-020","status","ECO",100
"2367","BHI-021","status","ECO",53.7
"2368","BHI-022","status","ECO",NA
"2369","BHI-023","status","ECO",100
"2370","BHI-024","status","ECO",90.1
"2371","BHI-025","status","ECO",77.7
"2372","BHI-026","status","ECO",100
"2373","BHI-027","status","ECO",90.1
"2374","BHI-028","status","ECO",77.7
"2375","BHI-029","status","ECO",100
"2376","BHI-030","status","ECO",NA
"2377","BHI-031","status","ECO",77.7
"2378","BHI-032","status","ECO",76.2
"2379","BHI-033","status","ECO",NA
"2380","BHI-034","status","ECO",77.7
"2381","BHI-035","status","ECO",100
"2382","BHI-036","status","ECO",76.2
"2383","BHI-037","status","ECO",100
"2384","BHI-038","status","ECO",76.2
"2385","BHI-039","status","ECO",100
"2386","BHI-040","status","ECO",76.2
"2387","BHI-041","status","ECO",100
"2388","BHI-042","status","ECO",76.2
"2389","BHI-043","status","ECO",76.2
"2390","BHI-301","status","ECO",100
"2391","BHI-302","status","ECO",16.1
"2392","BHI-303","status","ECO",43.4
"2393","BHI-304","status","ECO",53.7
"2394","BHI-305","status","ECO",NA
"2395","BHI-306","status","ECO",100
"2396","BHI-307","status","ECO",90.1
"2397","BHI-308","status","ECO",77.7
"2398","BHI-309","status","ECO",76.2
"2399","BHI-501","status","ECO",40.2
"2400","BHI-502","status","ECO",16.1
"2401","BHI-503","status","ECO",58.6
"2402","BHI-504","status","ECO",33.4
"2403","BHI-505","status","ECO",36.5
"2404","BHI-506","status","ECO",47.5
"2405","BHI-507","status","ECO",63.3
"2406","BHI-508","status","ECO",53.7
"2407","BHI-509","status","ECO",87.2
"2408","BHI-510","status","ECO",100
"2409","BHI-511","status","ECO",83
"2410","BHI-512","status","ECO",91.2
"2411","BHI-513","status","ECO",76.9
"2412","BHI-514","status","ECO",83.6
"2413","BHI-515","status","ECO",88.8
"2414","BHI-516","status","ECO",85.6
"2415","BHI-517","status","ECO",89
"2416","BHI-000","trend","ECO",-0.01
"2417","BHI-001","trend","ECO",0.12
"2418","BHI-002","trend","ECO",-0.659
"2419","BHI-003","trend","ECO",-0.659
"2420","BHI-005","trend","ECO",0.12
"2421","BHI-006","trend","ECO",-0.659
"2422","BHI-007","trend","ECO",-0.659
"2423","BHI-008","trend","ECO",-0.309
"2424","BHI-009","trend","ECO",-0.659
"2425","BHI-010","trend","ECO",-0.309
"2426","BHI-011","trend","ECO",0.12
"2427","BHI-012","trend","ECO",-0.659
"2428","BHI-013","trend","ECO",-0.309
"2429","BHI-014","trend","ECO",0.12
"2430","BHI-015","trend","ECO",-0.659
"2431","BHI-016","trend","ECO",-0.309
"2432","BHI-017","trend","ECO",-0.13
"2433","BHI-018","trend","ECO",-0.13
"2434","BHI-019","trend","ECO",NA
"2435","BHI-020","trend","ECO",0.12
"2436","BHI-021","trend","ECO",-0.13
"2437","BHI-022","trend","ECO",NA
"2438","BHI-023","trend","ECO",0.002
"2439","BHI-024","trend","ECO",0.594
"2440","BHI-025","trend","ECO",0.11
"2441","BHI-026","trend","ECO",0.12
"2442","BHI-027","trend","ECO",0.594
"2443","BHI-028","trend","ECO",0.11
"2444","BHI-029","trend","ECO",0.12
"2445","BHI-030","trend","ECO",NA
"2446","BHI-031","trend","ECO",0.11
"2447","BHI-032","trend","ECO",-0.083
"2448","BHI-033","trend","ECO",NA
"2449","BHI-034","trend","ECO",0.11
"2450","BHI-035","trend","ECO",0.12
"2451","BHI-036","trend","ECO",-0.083
"2452","BHI-037","trend","ECO",0.12
"2453","BHI-038","trend","ECO",-0.083
"2454","BHI-039","trend","ECO",0.12
"2455","BHI-040","trend","ECO",-0.083
"2456","BHI-041","trend","ECO",0.12
"2457","BHI-042","trend","ECO",-0.083
"2458","BHI-043","trend","ECO",-0.083
"2459","BHI-301","trend","ECO",0.12
"2460","BHI-302","trend","ECO",-0.659
"2461","BHI-303","trend","ECO",-0.309
"2462","BHI-304","trend","ECO",-0.13
"2463","BHI-305","trend","ECO",NA
"2464","BHI-306","trend","ECO",0.002
"2465","BHI-307","trend","ECO",0.594
"2466","BHI-308","trend","ECO",0.11
"2467","BHI-309","trend","ECO",-0.083
"2468","BHI-501","trend","ECO",-0.435
"2469","BHI-502","trend","ECO",-0.659
"2470","BHI-503","trend","ECO",-0.264
"2471","BHI-504","trend","ECO",-0.437
"2472","BHI-505","trend","ECO",-0.397
"2473","BHI-506","trend","ECO",-0.329
"2474","BHI-507","trend","ECO",-0.141
"2475","BHI-508","trend","ECO",-0.13
"2476","BHI-509","trend","ECO",0.218
"2477","BHI-510","trend","ECO",0.12
"2478","BHI-511","trend","ECO",0.319
"2479","BHI-512","trend","ECO",0.116
"2480","BHI-513","trend","ECO",0.007
"2481","BHI-514","trend","ECO",-0.02
"2482","BHI-515","trend","ECO",0.024
"2483","BHI-516","trend","ECO",-0.003
"2484","BHI-517","trend","ECO",0.026
"2485","BHI-000","future","EUT",79.7
"2486","BHI-001","future","EUT",100
"2487","BHI-002","future","EUT",100
"2488","BHI-003","future","EUT",100
"2489","BHI-005","future","EUT",83
"2490","BHI-006","future","EUT",82.4
"2491","BHI-007","future","EUT",100
"2492","BHI-008","future","EUT",100
"2493","BHI-009","future","EUT",100
"2494","BHI-010","future","EUT",100
"2495","BHI-011","future","EUT",93
"2496","BHI-012","future","EUT",92.3
"2497","BHI-013","future","EUT",93.1
"2498","BHI-014","future","EUT",88.1
"2499","BHI-015","future","EUT",87.5
"2500","BHI-016","future","EUT",88.2
"2501","BHI-017","future","EUT",87.2
"2502","BHI-018","future","EUT",96.6
"2503","BHI-019","future","EUT",75.8
"2504","BHI-020","future","EUT",72.1
"2505","BHI-021","future","EUT",71.2
"2506","BHI-022","future","EUT",54
"2507","BHI-023","future","EUT",72.3
"2508","BHI-024","future","EUT",71.9
"2509","BHI-025","future","EUT",71.6
"2510","BHI-026","future","EUT",58.5
"2511","BHI-027","future","EUT",52.8
"2512","BHI-028","future","EUT",52.6
"2513","BHI-029","future","EUT",63
"2514","BHI-030","future","EUT",63.3
"2515","BHI-031","future","EUT",62.6
"2516","BHI-032","future","EUT",89.3
"2517","BHI-033","future","EUT",70.9
"2518","BHI-034","future","EUT",88.6
"2519","BHI-035","future","EUT",NA
"2520","BHI-036","future","EUT",NA
"2521","BHI-037","future","EUT",87.5
"2522","BHI-038","future","EUT",87.8
"2523","BHI-039","future","EUT",67
"2524","BHI-040","future","EUT",67.3
"2525","BHI-041","future","EUT",98.7
"2526","BHI-042","future","EUT",99
"2527","BHI-043","future","EUT",NA
"2528","BHI-301","future","EUT",78.3
"2529","BHI-302","future","EUT",96.5
"2530","BHI-303","future","EUT",94.8
"2531","BHI-304","future","EUT",82.7
"2532","BHI-305","future","EUT",64.4
"2533","BHI-306","future","EUT",72.3
"2534","BHI-307","future","EUT",66.7
"2535","BHI-308","future","EUT",67
"2536","BHI-309","future","EUT",85.4
"2537","BHI-501","future","EUT",100
"2538","BHI-502","future","EUT",100
"2539","BHI-503","future","EUT",82.7
"2540","BHI-504","future","EUT",100
"2541","BHI-505","future","EUT",100
"2542","BHI-506","future","EUT",92.8
"2543","BHI-507","future","EUT",87.6
"2544","BHI-508","future","EUT",88.9
"2545","BHI-509","future","EUT",69.6
"2546","BHI-510","future","EUT",58.5
"2547","BHI-511","future","EUT",52.7
"2548","BHI-512","future","EUT",63
"2549","BHI-513","future","EUT",81.9
"2550","BHI-514","future","EUT",NA
"2551","BHI-515","future","EUT",87.6
"2552","BHI-516","future","EUT",67.2
"2553","BHI-517","future","EUT",98.9
"2554","BHI-000","pressures","EUT",30
"2555","BHI-001","pressures","EUT",0
"2556","BHI-002","pressures","EUT",0
"2557","BHI-003","pressures","EUT",0
"2558","BHI-005","pressures","EUT",0
"2559","BHI-006","pressures","EUT",0
"2560","BHI-007","pressures","EUT",0
"2561","BHI-008","pressures","EUT",0
"2562","BHI-009","pressures","EUT",0
"2563","BHI-010","pressures","EUT",0
"2564","BHI-011","pressures","EUT",44
"2565","BHI-012","pressures","EUT",44
"2566","BHI-013","pressures","EUT",44
"2567","BHI-014","pressures","EUT",44
"2568","BHI-015","pressures","EUT",44
"2569","BHI-016","pressures","EUT",44
"2570","BHI-017","pressures","EUT",44
"2571","BHI-018","pressures","EUT",44
"2572","BHI-019","pressures","EUT",44
"2573","BHI-020","pressures","EUT",44
"2574","BHI-021","pressures","EUT",44
"2575","BHI-022","pressures","EUT",44
"2576","BHI-023","pressures","EUT",44
"2577","BHI-024","pressures","EUT",44
"2578","BHI-025","pressures","EUT",44
"2579","BHI-026","pressures","EUT",44
"2580","BHI-027","pressures","EUT",21
"2581","BHI-028","pressures","EUT",21
"2582","BHI-029","pressures","EUT",44
"2583","BHI-030","pressures","EUT",44
"2584","BHI-031","pressures","EUT",44
"2585","BHI-032","pressures","EUT",28
"2586","BHI-033","pressures","EUT",28
"2587","BHI-034","pressures","EUT",28
"2588","BHI-035","pressures","EUT",0
"2589","BHI-036","pressures","EUT",0
"2590","BHI-037","pressures","EUT",0
"2591","BHI-038","pressures","EUT",0
"2592","BHI-039","pressures","EUT",46
"2593","BHI-040","pressures","EUT",46
"2594","BHI-041","pressures","EUT",46
"2595","BHI-042","pressures","EUT",46
"2596","BHI-043","pressures","EUT",NA
"2597","BHI-301","pressures","EUT",32
"2598","BHI-302","pressures","EUT",13.8
"2599","BHI-303","pressures","EUT",27.9
"2600","BHI-304","pressures","EUT",44
"2601","BHI-305","pressures","EUT",36.1
"2602","BHI-306","pressures","EUT",44
"2603","BHI-307","pressures","EUT",37.7
"2604","BHI-308","pressures","EUT",33.6
"2605","BHI-309","pressures","EUT",21.9
"2606","BHI-501","pressures","EUT",0
"2607","BHI-502","pressures","EUT",0
"2608","BHI-503","pressures","EUT",0
"2609","BHI-504","pressures","EUT",0
"2610","BHI-505","pressures","EUT",0
"2611","BHI-506","pressures","EUT",44
"2612","BHI-507","pressures","EUT",44
"2613","BHI-508","pressures","EUT",44
"2614","BHI-509","pressures","EUT",44
"2615","BHI-510","pressures","EUT",44
"2616","BHI-511","pressures","EUT",21
"2617","BHI-512","pressures","EUT",44
"2618","BHI-513","pressures","EUT",28
"2619","BHI-514","pressures","EUT",0
"2620","BHI-515","pressures","EUT",0
"2621","BHI-516","pressures","EUT",46
"2622","BHI-517","pressures","EUT",46
"2623","BHI-000","resilience","EUT",80.1
"2624","BHI-001","resilience","EUT",80.7
"2625","BHI-002","resilience","EUT",78
"2626","BHI-003","resilience","EUT",78
"2627","BHI-005","resilience","EUT",80.7
"2628","BHI-006","resilience","EUT",78
"2629","BHI-007","resilience","EUT",78
"2630","BHI-008","resilience","EUT",81.1
"2631","BHI-009","resilience","EUT",78
"2632","BHI-010","resilience","EUT",81.1
"2633","BHI-011","resilience","EUT",80.7
"2634","BHI-012","resilience","EUT",78
"2635","BHI-013","resilience","EUT",81.1
"2636","BHI-014","resilience","EUT",80.7
"2637","BHI-015","resilience","EUT",78
"2638","BHI-016","resilience","EUT",81.1
"2639","BHI-017","resilience","EUT",76.9
"2640","BHI-018","resilience","EUT",76.9
