"","region_id","dimension","goal","score"
"4032","BHI-030","status","ICO",81
"4033","BHI-031","status","ICO",81
"4034","BHI-032","status","ICO",82
"4035","BHI-033","status","ICO",82
"4036","BHI-034","status","ICO",82
"4037","BHI-035","status","ICO",78
"4038","BHI-036","status","ICO",78
"4039","BHI-037","status","ICO",85
"4040","BHI-038","status","ICO",85
"4041","BHI-039","status","ICO",82
"4042","BHI-040","status","ICO",82
"4043","BHI-041","status","ICO",83
"4044","BHI-042","status","ICO",83
"4045","BHI-043","status","ICO",NA
"4046","BHI-301","status","ICO",81.9
"4047","BHI-302","status","ICO",83.2
"4048","BHI-303","status","ICO",85.5
"4049","BHI-304","status","ICO",81.5
"4050","BHI-305","status","ICO",81.6
"4051","BHI-306","status","ICO",82
"4052","BHI-307","status","ICO",81.5
"4053","BHI-308","status","ICO",81.1
"4054","BHI-309","status","ICO",82.9
"4055","BHI-501","status","ICO",81
"4056","BHI-502","status","ICO",85
"4057","BHI-503","status","ICO",88
"4058","BHI-504","status","ICO",79
"4059","BHI-505","status","ICO",89
"4060","BHI-506","status","ICO",87
"4061","BHI-507","status","ICO",82
"4062","BHI-508","status","ICO",78
"4063","BHI-509","status","ICO",82
"4064","BHI-510","status","ICO",78
"4065","BHI-511","status","ICO",80
"4066","BHI-512","status","ICO",81
"4067","BHI-513","status","ICO",82
"4068","BHI-514","status","ICO",78
"4069","BHI-515","status","ICO",85
"4070","BHI-516","status","ICO",82
"4071","BHI-517","status","ICO",83
"4072","BHI-000","trend","ICO",NA
"4073","BHI-001","trend","ICO",NA
"4074","BHI-002","trend","ICO",NA
"4075","BHI-003","trend","ICO",NA
"4076","BHI-005","trend","ICO",NA
"4077","BHI-006","trend","ICO",NA
"4078","BHI-007","trend","ICO",NA
"4079","BHI-008","trend","ICO",NA
"4080","BHI-009","trend","ICO",NA
"4081","BHI-010","trend","ICO",NA
"4082","BHI-011","trend","ICO",NA
"4083","BHI-012","trend","ICO",NA
"4084","BHI-013","trend","ICO",NA
"4085","BHI-014","trend","ICO",NA
"4086","BHI-015","trend","ICO",NA
"4087","BHI-016","trend","ICO",NA
"4088","BHI-017","trend","ICO",NA
"4089","BHI-018","trend","ICO",NA
"4090","BHI-019","trend","ICO",NA
"4091","BHI-020","trend","ICO",NA
"4092","BHI-021","trend","ICO",NA
"4093","BHI-022","trend","ICO",NA
"4094","BHI-023","trend","ICO",NA
"4095","BHI-024","trend","ICO",NA
"4096","BHI-025","trend","ICO",NA
"4097","BHI-026","trend","ICO",NA
"4098","BHI-027","trend","ICO",NA
"4099","BHI-028","trend","ICO",NA
"4100","BHI-029","trend","ICO",NA
"4101","BHI-030","trend","ICO",NA
"4102","BHI-031","trend","ICO",NA
"4103","BHI-032","trend","ICO",NA
"4104","BHI-033","trend","ICO",NA
"4105","BHI-034","trend","ICO",NA
"4106","BHI-035","trend","ICO",NA
"4107","BHI-036","trend","ICO",NA
"4108","BHI-037","trend","ICO",NA
"4109","BHI-038","trend","ICO",NA
"4110","BHI-039","trend","ICO",NA
"4111","BHI-040","trend","ICO",NA
"4112","BHI-041","trend","ICO",NA
"4113","BHI-042","trend","ICO",NA
"4114","BHI-043","trend","ICO",NA
"4115","BHI-301","trend","ICO",NA
"4116","BHI-302","trend","ICO",NA
"4117","BHI-303","trend","ICO",NA
"4118","BHI-304","trend","ICO",NA
"4119","BHI-305","trend","ICO",NA
"4120","BHI-306","trend","ICO",NA
"4121","BHI-307","trend","ICO",NA
"4122","BHI-308","trend","ICO",NA
"4123","BHI-309","trend","ICO",NA
"4124","BHI-501","trend","ICO",NA
"4125","BHI-502","trend","ICO",NA
"4126","BHI-503","trend","ICO",NA
"4127","BHI-504","trend","ICO",NA
"4128","BHI-505","trend","ICO",NA
"4129","BHI-506","trend","ICO",NA
"4130","BHI-507","trend","ICO",NA
"4131","BHI-508","trend","ICO",NA
"4132","BHI-509","trend","ICO",NA
"4133","BHI-510","trend","ICO",NA
"4134","BHI-511","trend","ICO",NA
"4135","BHI-512","trend","ICO",NA
"4136","BHI-513","trend","ICO",NA
"4137","BHI-514","trend","ICO",NA
"4138","BHI-515","trend","ICO",NA
"4139","BHI-516","trend","ICO",NA
"4140","BHI-517","trend","ICO",NA
"4141","BHI-000","future","Index",61.3
"4142","BHI-001","future","Index",66.2
"4143","BHI-002","future","Index",56.2
"4144","BHI-003","future","Index",52.3
"4145","BHI-005","future","Index",54.7
"4146","BHI-006","future","Index",50.7
"4147","BHI-007","future","Index",50
"4148","BHI-008","future","Index",56
"4149","BHI-009","future","Index",53.7
"4150","BHI-010","future","Index",64.7
"4151","BHI-011","future","Index",66.2
"4152","BHI-012","future","Index",58.3
"4153","BHI-013","future","Index",58.9
"4154","BHI-014","future","Index",56.9
"4155","BHI-015","future","Index",40
"4156","BHI-016","future","Index",62
"4157","BHI-017","future","Index",59.1
"4158","BHI-018","future","Index",51.6
"4159","BHI-019","future","Index",17.9
"4160","BHI-020","future","Index",59.6
"4161","BHI-021","future","Index",55.9
"4162","BHI-022","future","Index",23
"4163","BHI-023","future","Index",54.2
"4164","BHI-024","future","Index",58.6
"4165","BHI-025","future","Index",60
"4166","BHI-026","future","Index",58.6
"4167","BHI-027","future","Index",76.2
"4168","BHI-028","future","Index",77.3
"4169","BHI-029","future","Index",61.9
"4170","BHI-030","future","Index",50.2
"4171","BHI-031","future","Index",56.5
"4172","BHI-032","future","Index",63.7
"4173","BHI-033","future","Index",35.9
"4174","BHI-034","future","Index",60
"4175","BHI-035","future","Index",63.4
"4176","BHI-036","future","Index",64.6
"4177","BHI-037","future","Index",75.5
"4178","BHI-038","future","Index",75.7
"4179","BHI-039","future","Index",78.4
"4180","BHI-040","future","Index",81.2
"4181","BHI-041","future","Index",71.3
"4182","BHI-042","future","Index",72.7
"4183","BHI-043","future","Index",62.1
"4184","BHI-301","future","Index",65.1
"4185","BHI-302","future","Index",52.6
"4186","BHI-303","future","Index",60.3
"4187","BHI-304","future","Index",57.1
"4188","BHI-305","future","Index",28.9
"4189","BHI-306","future","Index",54.2
"4190","BHI-307","future","Index",63.4
"4191","BHI-308","future","Index",63.9
"4192","BHI-309","future","Index",68.9
"4193","BHI-501","future","Index",59.1
"4194","BHI-502","future","Index",52.3
"4195","BHI-503","future","Index",52.7
"4196","BHI-504","future","Index",53.8
"4197","BHI-505","future","Index",61.9
"4198","BHI-506","future","Index",60.5
"4199","BHI-507","future","Index",55.2
"4200","BHI-508","future","Index",39.2
"4201","BHI-509","future","Index",53.7
"4202","BHI-510","future","Index",58.6
"4203","BHI-511","future","Index",76.8
"4204","BHI-512","future","Index",57.4
"4205","BHI-513","future","Index",51.8
"4206","BHI-514","future","Index",64.2
"4207","BHI-515","future","Index",75.6
"4208","BHI-516","future","Index",80.1
"4209","BHI-517","future","Index",72
"4210","BHI-000","pressures","Index",NA
"4211","BHI-001","pressures","Index",NA
"4212","BHI-002","pressures","Index",NA
"4213","BHI-003","pressures","Index",NA
"4214","BHI-005","pressures","Index",NA
"4215","BHI-006","pressures","Index",NA
"4216","BHI-007","pressures","Index",NA
"4217","BHI-008","pressures","Index",NA
"4218","BHI-009","pressures","Index",NA
"4219","BHI-010","pressures","Index",NA
"4220","BHI-011","pressures","Index",NA
"4221","BHI-012","pressures","Index",NA
"4222","BHI-013","pressures","Index",NA
"4223","BHI-014","pressures","Index",NA
"4224","BHI-015","pressures","Index",NA
"4225","BHI-016","pressures","Index",NA
"4226","BHI-017","pressures","Index",NA
"4227","BHI-018","pressures","Index",NA
"4228","BHI-019","pressures","Index",NA
"4229","BHI-020","pressures","Index",NA
"4230","BHI-021","pressures","Index",NA
"4231","BHI-022","pressures","Index",NA
"4232","BHI-023","pressures","Index",NA
"4233","BHI-024","pressures","Index",NA
"4234","BHI-025","pressures","Index",NA
"4235","BHI-026","pressures","Index",NA
"4236","BHI-027","pressures","Index",NA
"4237","BHI-028","pressures","Index",NA
"4238","BHI-029","pressures","Index",NA
"4239","BHI-030","pressures","Index",NA
"4240","BHI-031","pressures","Index",NA
"4241","BHI-032","pressures","Index",NA
"4242","BHI-033","pressures","Index",NA
"4243","BHI-034","pressures","Index",NA
"4244","BHI-035","pressures","Index",NA
"4245","BHI-036","pressures","Index",NA
"4246","BHI-037","pressures","Index",NA
"4247","BHI-038","pressures","Index",NA
"4248","BHI-039","pressures","Index",NA
"4249","BHI-040","pressures","Index",NA
"4250","BHI-041","pressures","Index",NA
"4251","BHI-042","pressures","Index",NA
"4252","BHI-043","pressures","Index",NA
"4253","BHI-301","pressures","Index",NA
"4254","BHI-302","pressures","Index",NA
"4255","BHI-303","pressures","Index",NA
"4256","BHI-304","pressures","Index",NA
"4257","BHI-305","pressures","Index",NA
"4258","BHI-306","pressures","Index",NA
"4259","BHI-307","pressures","Index",NA
"4260","BHI-308","pressures","Index",NA
"4261","BHI-309","pressures","Index",NA
"4262","BHI-501","pressures","Index",NA
"4263","BHI-502","pressures","Index",NA
"4264","BHI-503","pressures","Index",NA
"4265","BHI-504","pressures","Index",NA
"4266","BHI-505","pressures","Index",NA
"4267","BHI-506","pressures","Index",NA
"4268","BHI-507","pressures","Index",NA
"4269","BHI-508","pressures","Index",NA
"4270","BHI-509","pressures","Index",NA
"4271","BHI-510","pressures","Index",NA
"4272","BHI-511","pressures","Index",NA
"4273","BHI-512","pressures","Index",NA
"4274","BHI-513","pressures","Index",NA
"4275","BHI-514","pressures","Index",NA
"4276","BHI-515","pressures","Index",NA
"4277","BHI-516","pressures","Index",NA
"4278","BHI-517","pressures","Index",NA
"4279","BHI-000","resilience","Index",NA
"4280","BHI-001","resilience","Index",NA
"4281","BHI-002","resilience","Index",NA
"4282","BHI-003","resilience","Index",NA
"4283","BHI-005","resilience","Index",NA
"4284","BHI-006","resilience","Index",NA
"4285","BHI-007","resilience","Index",NA
"4286","BHI-008","resilience","Index",NA
"4287","BHI-009","resilience","Index",NA
"4288","BHI-010","resilience","Index",NA
"4289","BHI-011","resilience","Index",NA
"4290","BHI-012","resilience","Index",NA
"4291","BHI-013","resilience","Index",NA
"4292","BHI-014","resilience","Index",NA
"4293","BHI-015","resilience","Index",NA
"4294","BHI-016","resilience","Index",NA
"4295","BHI-017","resilience","Index",NA
"4296","BHI-018","resilience","Index",NA
"4297","BHI-019","resilience","Index",NA
"4298","BHI-020","resilience","Index",NA
"4299","BHI-021","resilience","Index",NA
"4300","BHI-022","resilience","Index",NA
"4301","BHI-023","resilience","Index",NA
"4302","BHI-024","resilience","Index",NA
"4303","BHI-025","resilience","Index",NA
"4304","BHI-026","resilience","Index",NA
"4305","BHI-027","resilience","Index",NA
"4306","BHI-028","resilience","Index",NA
"4307","BHI-029","resilience","Index",NA
"4308","BHI-030","resilience","Index",NA
"4309","BHI-031","resilience","Index",NA
"4310","BHI-032","resilience","Index",NA
"4311","BHI-033","resilience","Index",NA
"4312","BHI-034","resilience","Index",NA
"4313","BHI-035","resilience","Index",NA
"4314","BHI-036","resilience","Index",NA
"4315","BHI-037","resilience","Index",NA
"4316","BHI-038","resilience","Index",NA
"4317","BHI-039","resilience","Index",NA
"4318","BHI-040","resilience","Index",NA
"4319","BHI-041","resilience","Index",NA
"4320","BHI-042","resilience","Index",NA
"4321","BHI-043","resilience","Index",NA
"4322","BHI-301","resilience","Index",NA
"4323","BHI-302","resilience","Index",NA
"4324","BHI-303","resilience","Index",NA
"4325","BHI-304","resilience","Index",NA
"4326","BHI-305","resilience","Index",NA
"4327","BHI-306","resilience","Index",NA
"4328","BHI-307","resilience","Index",NA
"4329","BHI-308","resilience","Index",NA
"4330","BHI-309","resilience","Index",NA
"4331","BHI-501","resilience","Index",NA
"4332","BHI-502","resilience","Index",NA
"4333","BHI-503","resilience","Index",NA
"4334","BHI-504","resilience","Index",NA
"4335","BHI-505","resilience","Index",NA
"4336","BHI-506","resilience","Index",NA
"4337","BHI-507","resilience","Index",NA
"4338","BHI-508","resilience","Index",NA
"4339","BHI-509","resilience","Index",NA
"4340","BHI-510","resilience","Index",NA
"4341","BHI-511","resilience","Index",NA
"4342","BHI-512","resilience","Index",NA
"4343","BHI-513","resilience","Index",NA
"4344","BHI-514","resilience","Index",NA
"4345","BHI-515","resilience","Index",NA
"4346","BHI-516","resilience","Index",NA
"4347","BHI-517","resilience","Index",NA
"4348","BHI-000","score","Index",58.4
"4349","BHI-001","score","Index",62.5
"4350","BHI-002","score","Index",52.4
"4351","BHI-003","score","Index",50.7
"4352","BHI-005","score","Index",51.8
"4353","BHI-006","score","Index",48.7
"4354","BHI-007","score","Index",47.7
"4355","BHI-008","score","Index",54.3
"4356","BHI-009","score","Index",51.1
"4357","BHI-010","score","Index",60.8
"4358","BHI-011","score","Index",64.2
"4359","BHI-012","score","Index",56
"4360","BHI-013","score","Index",55.3
"4361","BHI-014","score","Index",54.7
"4362","BHI-015","score","Index",38.8
"4363","BHI-016","score","Index",59.2
"4364","BHI-017","score","Index",56.4
"4365","BHI-018","score","Index",49.8
"4366","BHI-019","score","Index",20.9
"4367","BHI-020","score","Index",57.5
"4368","BHI-021","score","Index",53
"4369","BHI-022","score","Index",25.4
"4370","BHI-023","score","Index",51.8
"4371","BHI-024","score","Index",55.2
"4372","BHI-025","score","Index",57.5
"4373","BHI-026","score","Index",56.2
"4374","BHI-027","score","Index",73.8
"4375","BHI-028","score","Index",72.9
"4376","BHI-029","score","Index",59.4
"4377","BHI-030","score","Index",46.9
"4378","BHI-031","score","Index",53.8
"4379","BHI-032","score","Index",59.9
"4380","BHI-033","score","Index",38.6
"4381","BHI-034","score","Index",56.9
"4382","BHI-035","score","Index",60.6
"4383","BHI-036","score","Index",60.6
"4384","BHI-037","score","Index",71
"4385","BHI-038","score","Index",69.4
"4386","BHI-039","score","Index",75.6
"4387","BHI-040","score","Index",77.6
"4388","BHI-041","score","Index",68
"4389","BHI-042","score","Index",67.6
"4390","BHI-043","score","Index",63.3
"4391","BHI-301","score","Index",62.1
"4392","BHI-302","score","Index",50
"4393","BHI-303","score","Index",57.1
"4394","BHI-304","score","Index",54.5
"4395","BHI-305","score","Index",31.5
"4396","BHI-306","score","Index",51.8
"4397","BHI-307","score","Index",60.3
"4398","BHI-308","score","Index",60.6
"4399","BHI-309","score","Index",64.5
"4400","BHI-501","score","Index",55.3
"4401","BHI-502","score","Index",50.7
"4402","BHI-503","score","Index",50.3
"4403","BHI-504","score","Index",51.9
"4404","BHI-505","score","Index",58.4
"4405","BHI-506","score","Index",57.7
"4406","BHI-507","score","Index",53
"4407","BHI-508","score","Index",39.2
"4408","BHI-509","score","Index",51.7
"4409","BHI-510","score","Index",56.2
"4410","BHI-511","score","Index",73.3
"4411","BHI-512","score","Index",54.6
"4412","BHI-513","score","Index",50.7
"4413","BHI-514","score","Index",60.6
"4414","BHI-515","score","Index",70.3
"4415","BHI-516","score","Index",76.8
"4416","BHI-517","score","Index",67.8
"4417","BHI-000","status","Index",NA
"4418","BHI-001","status","Index",NA
"4419","BHI-002","status","Index",NA
"4420","BHI-003","status","Index",NA
"4421","BHI-005","status","Index",NA
"4422","BHI-006","status","Index",NA
"4423","BHI-007","status","Index",NA
"4424","BHI-008","status","Index",NA
"4425","BHI-009","status","Index",NA
"4426","BHI-010","status","Index",NA
"4427","BHI-011","status","Index",NA
"4428","BHI-012","status","Index",NA
"4429","BHI-013","status","Index",NA
"4430","BHI-014","status","Index",NA
"4431","BHI-015","status","Index",NA
"4432","BHI-016","status","Index",NA
"4433","BHI-017","status","Index",NA
"4434","BHI-018","status","Index",NA
"4435","BHI-019","status","Index",NA
"4436","BHI-020","status","Index",NA
"4437","BHI-021","status","Index",NA
"4438","BHI-022","status","Index",NA
"4439","BHI-023","status","Index",NA
"4440","BHI-024","status","Index",NA
"4441","BHI-025","status","Index",NA
"4442","BHI-026","status","Index",NA
"4443","BHI-027","status","Index",NA
"4444","BHI-028","status","Index",NA
"4445","BHI-029","status","Index",NA
"4446","BHI-030","status","Index",NA
"4447","BHI-031","status","Index",NA
"4448","BHI-032","status","Index",NA
"4449","BHI-033","status","Index",NA
"4450","BHI-034","status","Index",NA
"4451","BHI-035","status","Index",NA
"4452","BHI-036","status","Index",NA
"4453","BHI-037","status","Index",NA
"4454","BHI-038","status","Index",NA
"4455","BHI-039","status","Index",NA
"4456","BHI-040","status","Index",NA
"4457","BHI-041","status","Index",NA
"4458","BHI-042","status","Index",NA
"4459","BHI-043","status","Index",NA
"4460","BHI-301","status","Index",NA
"4461","BHI-302","status","Index",NA
"4462","BHI-303","status","Index",NA
"4463","BHI-304","status","Index",NA
"4464","BHI-305","status","Index",NA
"4465","BHI-306","status","Index",NA
"4466","BHI-307","status","Index",NA
"4467","BHI-308","status","Index",NA
"4468","BHI-309","status","Index",NA
"4469","BHI-501","status","Index",NA
"4470","BHI-502","status","Index",NA
"4471","BHI-503","status","Index",NA
"4472","BHI-504","status","Index",NA
"4473","BHI-505","status","Index",NA
"4474","BHI-506","status","Index",NA
"4475","BHI-507","status","Index",NA
"4476","BHI-508","status","Index",NA
"4477","BHI-509","status","Index",NA
"4478","BHI-510","status","Index",NA
"4479","BHI-511","status","Index",NA
"4480","BHI-512","status","Index",NA
"4481","BHI-513","status","Index",NA
"4482","BHI-514","status","Index",NA
"4483","BHI-515","status","Index",NA
"4484","BHI-516","status","Index",NA
"4485","BHI-517","status","Index",NA
"4486","BHI-000","trend","Index",NA
"4487","BHI-001","trend","Index",NA
"4488","BHI-002","trend","Index",NA
"4489","BHI-003","trend","Index",NA
"4490","BHI-005","trend","Index",NA
"4491","BHI-006","trend","Index",NA
"4492","BHI-007","trend","Index",NA
"4493","BHI-008","trend","Index",NA
"4494","BHI-009","trend","Index",NA
"4495","BHI-010","trend","Index",NA
"4496","BHI-011","trend","Index",NA
"4497","BHI-012","trend","Index",NA
"4498","BHI-013","trend","Index",NA
"4499","BHI-014","trend","Index",NA
"4500","BHI-015","trend","Index",NA
"4501","BHI-016","trend","Index",NA
"4502","BHI-017","trend","Index",NA
"4503","BHI-018","trend","Index",NA
"4504","BHI-019","trend","Index",NA
"4505","BHI-020","trend","Index",NA
"4506","BHI-021","trend","Index",NA
"4507","BHI-022","trend","Index",NA
"4508","BHI-023","trend","Index",NA
"4509","BHI-024","trend","Index",NA
"4510","BHI-025","trend","Index",NA
"4511","BHI-026","trend","Index",NA
"4512","BHI-027","trend","Index",NA
"4513","BHI-028","trend","Index",NA
"4514","BHI-029","trend","Index",NA
"4515","BHI-030","trend","Index",NA
"4516","BHI-031","trend","Index",NA
"4517","BHI-032","trend","Index",NA
"4518","BHI-033","trend","Index",NA
"4519","BHI-034","trend","Index",NA
"4520","BHI-035","trend","Index",NA
"4521","BHI-036","trend","Index",NA
"4522","BHI-037","trend","Index",NA
"4523","BHI-038","trend","Index",NA
"4524","BHI-039","trend","Index",NA
"4525","BHI-040","trend","Index",NA
"4526","BHI-041","trend","Index",NA
"4527","BHI-042","trend","Index",NA
"4528","BHI-043","trend","Index",NA
"4529","BHI-301","trend","Index",NA
"4530","BHI-302","trend","Index",NA
"4531","BHI-303","trend","Index",NA
"4532","BHI-304","trend","Index",NA
"4533","BHI-305","trend","Index",NA
"4534","BHI-306","trend","Index",NA
"4535","BHI-307","trend","Index",NA
"4536","BHI-308","trend","Index",NA
"4537","BHI-309","trend","Index",NA
"4538","BHI-501","trend","Index",NA
"4539","BHI-502","trend","Index",NA
"4540","BHI-503","trend","Index",NA
"4541","BHI-504","trend","Index",NA
"4542","BHI-505","trend","Index",NA
"4543","BHI-506","trend","Index",NA
"4544","BHI-507","trend","Index",NA
"4545","BHI-508","trend","Index",NA
"4546","BHI-509","trend","Index",NA
"4547","BHI-510","trend","Index",NA
"4548","BHI-511","trend","Index",NA
"4549","BHI-512","trend","Index",NA
"4550","BHI-513","trend","Index",NA
"4551","BHI-514","trend","Index",NA
"4552","BHI-515","trend","Index",NA
"4553","BHI-516","trend","Index",NA
"4554","BHI-517","trend","Index",NA
"4555","BHI-000","future","LE",91.6
"4556","BHI-001","future","LE",100
"4557","BHI-002","future","LE",56.6
"4558","BHI-003","future","LE",56.6
"4559","BHI-005","future","LE",100
"4560","BHI-006","future","LE",56.6
"4561","BHI-007","future","LE",56.6
"4562","BHI-008","future","LE",73
"4563","BHI-009","future","LE",56.6
"4564","BHI-010","future","LE",73
"4565","BHI-011","future","LE",100
"4566","BHI-012","future","LE",56.6
"4567","BHI-013","future","LE",73
"4568","BHI-014","future","LE",100
"4569","BHI-015","future","LE",56.6
"4570","BHI-016","future","LE",73
"4571","BHI-017","future","LE",81.3
"4572","BHI-018","future","LE",81.3
"4573","BHI-019","future","LE",NA
"4574","BHI-020","future","LE",100
"4575","BHI-021","future","LE",81.3
"4576","BHI-022","future","LE",NA
"4577","BHI-023","future","LE",100
"4578","BHI-024","future","LE",100
"4579","BHI-025","future","LE",100
"4580","BHI-026","future","LE",100
"4581","BHI-027","future","LE",100
"4582","BHI-028","future","LE",100
"4583","BHI-029","future","LE",100
"4584","BHI-030","future","LE",NA
"4585","BHI-031","future","LE",100
"4586","BHI-032","future","LE",96.3
"4587","BHI-033","future","LE",NA
"4588","BHI-034","future","LE",100
"4589","BHI-035","future","LE",100
"4590","BHI-036","future","LE",96.3
"4591","BHI-037","future","LE",100
"4592","BHI-038","future","LE",96.3
"4593","BHI-039","future","LE",100
"4594","BHI-040","future","LE",96.3
"4595","BHI-041","future","LE",100
"4596","BHI-042","future","LE",96.3
"4597","BHI-043","future","LE",85.7
"4598","BHI-301","future","LE",100
"4599","BHI-302","future","LE",56.6
"4600","BHI-303","future","LE",73
"4601","BHI-304","future","LE",81.3
"4602","BHI-305","future","LE",NA
"4603","BHI-306","future","LE",100
"4604","BHI-307","future","LE",100
"4605","BHI-308","future","LE",100
"4606","BHI-309","future","LE",95.3
"4607","BHI-501","future","LE",69
"4608","BHI-502","future","LE",56.6
"4609","BHI-503","future","LE",78.6
"4610","BHI-504","future","LE",67
"4611","BHI-505","future","LE",68.9
"4612","BHI-506","future","LE",73.7
"4613","BHI-507","future","LE",83.3
"4614","BHI-508","future","LE",81.3
"4615","BHI-509","future","LE",96.9
"4616","BHI-510","future","LE",100
"4617","BHI-511","future","LE",100
"4618","BHI-512","future","LE",100
"4619","BHI-513","future","LE",98
"4620","BHI-514","future","LE",97.5
"4621","BHI-515","future","LE",98.3
"4622","BHI-516","future","LE",97.8
"4623","BHI-517","future","LE",98.3
"4624","BHI-000","pressures","LE",NA
"4625","BHI-001","pressures","LE",NA
"4626","BHI-002","pressures","LE",NA
"4627","BHI-003","pressures","LE",NA
"4628","BHI-005","pressures","LE",NA
"4629","BHI-006","pressures","LE",NA
"4630","BHI-007","pressures","LE",NA
"4631","BHI-008","pressures","LE",NA
"4632","BHI-009","pressures","LE",NA
"4633","BHI-010","pressures","LE",NA
"4634","BHI-011","pressures","LE",NA
"4635","BHI-012","pressures","LE",NA
"4636","BHI-013","pressures","LE",NA
"4637","BHI-014","pressures","LE",NA
"4638","BHI-015","pressures","LE",NA
"4639","BHI-016","pressures","LE",NA
"4640","BHI-017","pressures","LE",NA
"4641","BHI-018","pressures","LE",NA
"4642","BHI-019","pressures","LE",NA
"4643","BHI-020","pressures","LE",NA
"4644","BHI-021","pressures","LE",NA
"4645","BHI-022","pressures","LE",NA
"4646","BHI-023","pressures","LE",NA
"4647","BHI-024","pressures","LE",NA
"4648","BHI-025","pressures","LE",NA
"4649","BHI-026","pressures","LE",NA
"4650","BHI-027","pressures","LE",NA
"4651","BHI-028","pressures","LE",NA
"4652","BHI-029","pressures","LE",NA
"4653","BHI-030","pressures","LE",NA
"4654","BHI-031","pressures","LE",NA
"4655","BHI-032","pressures","LE",NA
"4656","BHI-033","pressures","LE",NA
"4657","BHI-034","pressures","LE",NA
"4658","BHI-035","pressures","LE",NA
"4659","BHI-036","pressures","LE",NA
"4660","BHI-037","pressures","LE",NA
"4661","BHI-038","pressures","LE",NA
"4662","BHI-039","pressures","LE",NA
"4663","BHI-040","pressures","LE",NA
"4664","BHI-041","pressures","LE",NA
"4665","BHI-042","pressures","LE",NA
"4666","BHI-043","pressures","LE",NA
"4667","BHI-301","pressures","LE",NA
"4668","BHI-302","pressures","LE",NA
"4669","BHI-303","pressures","LE",NA
"4670","BHI-304","pressures","LE",NA
"4671","BHI-305","pressures","LE",NA
"4672","BHI-306","pressures","LE",NA
"4673","BHI-307","pressures","LE",NA
"4674","BHI-308","pressures","LE",NA
"4675","BHI-309","pressures","LE",NA
"4676","BHI-501","pressures","LE",NA
"4677","BHI-502","pressures","LE",NA
"4678","BHI-503","pressures","LE",NA
"4679","BHI-504","pressures","LE",NA
"4680","BHI-505","pressures","LE",NA
"4681","BHI-506","pressures","LE",NA
"4682","BHI-507","pressures","LE",NA
"4683","BHI-508","pressures","LE",NA
"4684","BHI-509","pressures","LE",NA
"4685","BHI-510","pressures","LE",NA
"4686","BHI-511","pressures","LE",NA
"4687","BHI-512","pressures","LE",NA
"4688","BHI-513","pressures","LE",NA
"4689","BHI-514","pressures","LE",NA
"4690","BHI-515","pressures","LE",NA
"4691","BHI-516","pressures","LE",NA
"4692","BHI-517","pressures","LE",NA
"4693","BHI-000","resilience","LE",80.1
"4694","BHI-001","resilience","LE",80.7
"4695","BHI-002","resilience","LE",78
"4696","BHI-003","resilience","LE",78
"4697","BHI-005","resilience","LE",80.7
"4698","BHI-006","resilience","LE",78
"4699","BHI-007","resilience","LE",78
"4700","BHI-008","resilience","LE",81.1
"4701","BHI-009","resilience","LE",78
"4702","BHI-010","resilience","LE",81.1
"4703","BHI-011","resilience","LE",80.7
"4704","BHI-012","resilience","LE",78
"4705","BHI-013","resilience","LE",81.1
"4706","BHI-014","resilience","LE",80.7
"4707","BHI-015","resilience","LE",78
"4708","BHI-016","resilience","LE",81.1
"4709","BHI-017","resilience","LE",76.9
"4710","BHI-018","resilience","LE",76.9
"4711","BHI-019","resilience","LE",NA
"4712","BHI-020","resilience","LE",80.7
"4713","BHI-021","resilience","LE",76.9
"4714","BHI-022","resilience","LE",NA
"4715","BHI-023","resilience","LE",81.6
"4716","BHI-024","resilience","LE",79.8
"4717","BHI-025","resilience","LE",78.5
"4718","BHI-026","resilience","LE",80.7
"4719","BHI-027","resilience","LE",79.8
"4720","BHI-028","resilience","LE",78.5
"4721","BHI-029","resilience","LE",80.7
"4722","BHI-030","resilience","LE",82
"4723","BHI-031","resilience","LE",78.5
"4724","BHI-032","resilience","LE",82
"4725","BHI-033","resilience","LE",NA
"4726","BHI-034","resilience","LE",78.5
"4727","BHI-035","resilience","LE",80.7
"4728","BHI-036","resilience","LE",82
"4729","BHI-037","resilience","LE",80.7
"4730","BHI-038","resilience","LE",82
"4731","BHI-039","resilience","LE",80.7
"4732","BHI-040","resilience","LE",82
"4733","BHI-041","resilience","LE",80.7
"4734","BHI-042","resilience","LE",82
"4735","BHI-043","resilience","LE",NA
"4736","BHI-301","resilience","LE",80.7
"4737","BHI-302","resilience","LE",78
"4738","BHI-303","resilience","LE",81.1
"4739","BHI-304","resilience","LE",76.9
"4740","BHI-305","resilience","LE",NA
"4741","BHI-306","resilience","LE",81.6
"4742","BHI-307","resilience","LE",79.8
"4743","BHI-308","resilience","LE",78.5
"4744","BHI-309","resilience","LE",82
"4745","BHI-501","resilience","LE",78.8
"4746","BHI-502","resilience","LE",78
"4747","BHI-503","resilience","LE",79.4
"4748","BHI-504","resilience","LE",80
"4749","BHI-505","resilience","LE",80.3
"4750","BHI-506","resilience","LE",79.9
"4751","BHI-507","resilience","LE",78.7
"4752","BHI-508","resilience","LE",76.9
"4753","BHI-509","resilience","LE",79.7
"4754","BHI-510","resilience","LE",80.7
"4755","BHI-511","resilience","LE",79.1
"4756","BHI-512","resilience","LE",80.4
"4757","BHI-513","resilience","LE",80.4
