region_id,month,year,secchi_depth
BHI-003,8,1995,8
BHI-003,8,1995,7
BHI-003,8,1995,6
BHI-003,8,1995,6.5
BHI-013,8,1995,7
BHI-011,8,1995,6.5
BHI-001,8,1995,6.5
BHI-001,8,1995,6.5
BHI-038,8,1995,5.3
BHI-001,8,1995,7
BHI-001,8,1995,7
BHI-002,8,1995,7
BHI-002,8,1995,7
BHI-001,8,1995,6.5
BHI-012,8,1995,9.75
BHI-003,8,1995,7
BHI-003,8,1995,7.5
BHI-034,8,1995,4
BHI-032,8,1995,3.5
BHI-032,8,1995,5
BHI-038,8,1995,3
BHI-038,8,1995,3
BHI-026,8,1995,5.1
BHI-032,8,1995,4.5
BHI-032,8,1995,5
BHI-034,8,1995,5
BHI-032,8,1995,5
BHI-034,8,1995,5
BHI-032,8,1995,5
BHI-032,8,1995,5
BHI-034,8,1995,4
BHI-034,8,1995,4.5
BHI-032,8,1995,5
BHI-003,8,1995,9.5
BHI-031,8,1995,5
BHI-031,8,1995,4
BHI-031,8,1995,5
BHI-030,8,1995,4.5
BHI-030,8,1995,5
BHI-030,8,1995,5
BHI-030,8,1995,5.5
BHI-030,8,1995,6.5
BHI-034,8,1995,5
BHI-034,8,1995,5
BHI-032,8,1995,4.5
BHI-034,8,1995,4
BHI-034,8,1995,4
BHI-032,8,1995,4.5
BHI-034,8,1995,4
BHI-032,8,1995,5
BHI-032,8,1995,5
BHI-034,9,1995,4
BHI-032,9,1995,4.5
